ID,Authors / works,Book form,Content (beta!),Culture & genre,Date,Full Text,Language/script,Material,Note,People List,Places List,Provenance,Recto/Verso,Reuse note,Reuse type,Ro,Text Irregularities
TM 38428,nan,nan,LetterSee also TM Letters TOP SS6 (1formula).,nan,6th century AD: AD 500 - 599,1 [---][.]της  Διόσκορον  τὸν  θαυμασιώτατον 2 [---][.]  αὐτὸν  παρασχεῖν  τὰ  δέκα  κεράτια 3 [---]  [π]α̣ρ̣έλαβον  παρʼ  α̣ὐ̣τοῦ .  λέγ̣ε̣ι  δ̣έ  μοι 4 [---]  [κα]τ̣έσπασεν  τούτου  ἕ[ν]εκεν̣ .  εἰ  οὖν  περι 5 [---]  [τ]ὰ̣  θαλλία  καταξιώσῃ  ταῦτα  παρα 6 [---]  [ἀνθρ]ώ̣ποις  αὐτοῦ  καὶ  πρὸς  τὸ  ὑμᾶς 7 [---][..]  ταύτῃ  μου  τῇ  προσκυνή̣ση* . 8 †  τῷ  ἐμῷ  δεσπότῃ  τὰ  πάντα  εὐδοκ(ιμωτάτῳ)  π(άσης)  τιμῆς  [ἀξίῳ]  [---],Greek,nan,nan,"[' 1Διόσκορον', 'Subscribe to export the table']",{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found]Aphrodito (Kom Ishgau)? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written],"Ro/Vo, back: address",nan,nan,nan,['προσκυνήση: read προσκυνήσει']
TM 36991,nan,nan,Contract: testament,nan,early 6th century AD: AD 500 - 525,1 |gap=6_lines| 00 καθολικῆς  ἐκκλησίας,Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Antinoopolis (El-Sheikh Ibada)? - Egypt (15th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written]Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found],Ro,nan,nan,nan,[]
TM 36984,nan,nan,Contract: lease,nan,6th century AD: AD 500 - 599,1 |gap=6_lines| 7 [---]  [κατὰ]  [δ]ύναμιν  τῆς  διαθήκης 8 |gap=7_lines| 00 [---][.]τήδια  τοῦ  ἁγίου  εὐκτηρίου βορρᾶ  ἀμάρας  τῆς  δεξαμενῆς  [---]  [τ]ήδια  τῆς  ἐμῆς  γυναικ(ός) 14 [---]  διδομένης  ἐξ  ἴσου 15 [---]  [μεριζομ]ένου  τοῦ  περιγιγνομένου 16 [---]  [ἡμῖν]  [μ]ὲ[ν]  [ὑπ]ὲρ̣  κατασ̣π̣[ορᾶ?]ς̣ 00 Βησνατητ  Σαβεῦ  καὶ  Μαρίας  καὶ  Εὐδοξίας,Greek,nan,nan,"['Βησνατητ', ' ?Σαβεῦ', 'Μαρίας', 'Εὐδοξίας', 'Subscribe to export the table']",{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found]Aphrodito (Kom Ishgau)? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written],Ro,nan,nan,nan,[]
TM 36960,nan,nan,Contract: loan,nan,early 6th century AD: AD 500 - 525,1 |gap=21_lines| 00 ὀφείλω  καὶ  χρεωστῶ  χρυσοῦ  νομίσματα  δύο  εὔσταθμα  καὶ  ἀποδώσω  ὡς  πρόκ(ειται) .  [---]  [Αὐρ]ή̣λ̣ι̣ο̣ς̣  Χαρίσιος  Ἑρμαυῶτος  Αὐρήλιος  Ῥωμανὸς  Ἰσάκου  Αὐρ(ήλιος)  Ἀπολλὼς  Δι̣ο̣σκόρου  συντελεστής  Φοιβάμμων  Ψενθαησίου  Ἰωάννης  Βησκούιτος  διάκ(ονος)  Φλαύιος  [---]ος  καὶ  ῥιπάριος  [---] [Ἁδριαν]ὸς  Ἀβρααμίου  στρ(ατιώτης)  ἀριθμοῦ  Ἀνταίου  Ἰσακίου  νομικ(οῦ),Greek,nan,nan,"[' 00Ἰωάννης', ' ?Αὐρήλιος Χαρίσιος', 'Ἑρμαυῶτος', 'Αὐρήλιος Ῥωμανὸς', 'Ἰσάκου', 'Αὐρήλιος Ἀπολλὼς', 'Διοσκόρου', 'Φοιβάμμων', 'Ψενθαησίου', 'Βησκούιτος', 'Ἁδριανὸς', 'Ἀβρααμίου', 'Φλαύιος', 'Ἰσακίου', 'Subscribe to export the table']",{'Ἀνταίου': '74915'},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],Ro,nan,nan,nan,[]
TM 36826,nan,nan,LetterSee also TM Letters TOP SS6 (2formulae).,nan,6th century AD: AD 500 - 599,"1 [---]  καὶ  παρακαλέσαι  τὴν  ὑμετέραν  ἀδελφό̣τ̣η̣τ̣[α]  [---] 2 [---]  [κε]λεύσατε  αὐτὸν  διαιτηθῆναι  παρʼ  αὐτῆς  τω[.][---] 3 [---]μ̣ιν ,  μὴ  οὖν  ἀπαραίτητος  γένηται  ἡ  αἴτησις  επ[---] 4 [---]οδρα ,  δέσποτα  ⳨ 1 [---][.]π̣α̣τ̣(…)  ??  τιμ(ιωτάτῳ)  (καὶ)  πρω̣[τοκωμ(ήτῃ)]  [?][---]",Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],"Ro/Vo, back: address",nan,nan,nan,[]
TM 36825,nan,nan,LetterSee also TM Letters TOP SS6 (1formula).,nan,6th century AD: AD 500 - 599,1 ⳨  μὴ  συγχωρήσῃ  ἡ  σὴ  [εὐδοκίμησις]  [?][---] 2 ἀνθ̣[ρ]ώπο(υ)  αὐτο(ῦ)  ἄχρι  ς[---] 3 [π]ρᾶγμα  αὐτο(ῦ)  μετὰ  ς[---] 1 [---]  [πρωτο]κ̣ω̣μ̣(ήτῃ)  †  Μ̣ηνᾶ̣ς̣,Greek,nan,nan,"[' 1Μηνᾶς', 'Subscribe to export the table']",{},Antaiopolis (Qaw el-Kebir)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written]Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found],"Ro/Vo, back: address",nan,nan,nan,[]
TM 36824,nan,nan,LetterSee also TM Letters TOP SS6 (2formulae).,nan,6th century AD: AD 500 - 599,"1 [---]  [τ]έ̣σσερα  νομίσματα  παρὰ  κεράτια  πεντήκοντ̣α  ἓξ  ζυγῷ 2 [---]  ἐπειδὴ  οὖν  ἐν  τῇ  κώμῃ  Τανυαίθει  τυγ[χ]άνω  καὶ  οὐκ’ 3 [---]  ἕως  ὅτε  ἐ̣π̣ικαταλήμψομαι  τὴν  πό̣λι̣ν̣ 4 [---]ιν ,  δέσποτα  ⳨ 5 Φλ(αύιος)  Ἰσίδωρος  σιγγ(ουλάριος)  σ[εσημείω?]μ̣α̣ι̣ 1 |̣c̣ḥịṛḥọ|̣  ἐπιδ(οθὲν)  τ̣ῷ̣  [.](…)  λ̣αμ[π]ρο(τάτῳ)  καὶ  εὐδ̣ο̣κ(ιμωτάτῳ)  ??  ἀ̣δ̣[ε]λ̣φῷ  [.]",Greek,nan,nan,"[' 5Φλαύιος Ἰσίδωρος', 'Subscribe to export the table']",{'ἐν τῇ κώμῃ Τανυαιθει': '63627'},Tanyaithis? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written]Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found],"Ro/Vo, back: address",nan,nan,nan,[]
TM 36823,nan,nan,Letter,nan,6th century AD: AD 500 - 599,1 ⳨  εἰ  μὴ  ἓν  νόμισμα  κ̣ε̣ρ̣[ά]τι[α]  [---] 2 Ἀπολλῶτος  Διοσκόρο(υ)  το(ῦ)  [---] 3 κερατίων  πέμψον  εἰς  τὴν  [---] 4 α̣[ὐ]τ̣ὴ[ν]  εὑρίσκω  ἐ[ν]δοῦναι  ⳨,Greek,nan,nan,"[' 2Ἀπολλῶτος', 'Διοσκόρου', 'Subscribe to export the table']",{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],Ro,nan,nan,nan,[]
TM 36822,nan,nan,LetterSee also TM Letters TOP SS6 (1formula).,nan,6th century AD: AD 500 - 599,1 [---]ς  καὶ  μεταθέσεις  γῃδίων  ἤρξατο  ἡ  ὑμῶν  [---] 2 [---]  ἀποφα̣σ̣κ̣[ο(ύ)]σ̣ῃ  κ̣ε̣λ̣ε̣ύσεως  τη[---] 3 [---]ε̣  μηδενὸς  ἐπιτρέποντος  υ[---] 4 [---]  θαυμ(ασιώτατος)  πρωτοκωμήτης  Ἀφροδίτ[ης]  [---] 5 [---]σ̣α̣ι̣  ἀρούρας  ἐλθούσας  εἰς  τοὺς  αὐτο(ῦ)  δ̣[---] 6 [---]  [τ]οῦ  μοναστηρίου  Ἄπα  Σαβουηρίου  [---] 7 [---][...]οτι  οὐ[δ]ὲν  περ̣[ὶ]  τούτου  [.][---] 8 [---]ης  καταξιώσῃ  οὖν  χαρίσασθαι  ἑα̣υ̣τ̣[---] 9 [---]α̣υτ̣η  πράττειν  ·  οὐ  γὰρ  ἐνδέχεται  τοι[---] 1 [---][.]  Βίκτορι  (καὶ?)  ??  Βίκτορι  σιγγ(ουλαρίῳ),Greek,nan,nan,"[' 1Βίκτορι', 'Βίκτορι', ' 6Ἄπα Σαβουηρίου', 'Subscribe to export the table']",{'Ἀφροδίτ[ης]': '63626'},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],"Ro/Vo, back: address",nan,nan,nan,[]
TM 36821,nan,nan,Letter,nan,6th century AD: AD 500 - 599,"1 [--------------------]  [---]ε  εἰ  μ̣ὴ  τῷ  ἀδελφῷ  τ̣ῷ  κυρίῳ 2 [---]  ἐά̣σῃ  τε  τὸ̣ν̣  υ̣ἱ̣ὸ̣ν̣  Χαρισίου 3 [---]ν̣τ̣ο̣ς̣  ὅτι  που  τυγχάνει 4 [---]  [μ]η̣δε[ν]ὸς  εἰδότος  ἕ̣ω̣ς̣  ο̣ὗ̣? 5 [---][..]α  προλαβεῖν  καὶ  ἀνελθεῖν 6 [---]ρ̣ο̣ν  τὴν  καταβολὴν 7 [---]λ̣ω ,  καὶ  μὴ  τῇ  δ̣η̣μο̣σ̣ί̣ᾳ̣ 8 [---][...]  π̣ερὶ  πάντων  τύπο̣ν 9 [---]  [τ]ὸν̣  δὲ  σιγγουλάριον  θ̣ε̣ρα̣π̣ε̣ύ̣σ̣α̣τ̣ε̣ 10 ____",Greek,nan,nan,"[' 2Χαρισίου', 'Subscribe to export the table']",{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],Ro,nan,nan,nan,[]
TM 36820,nan,nan,LetterSee also TM Letters TOP SS6 (1formula).,nan,6th century AD: AD 500 - 599,"1 [.........]ς  τῇ  λαμπρ[οτάτῃ]  [ὑμῶν]  ἀ̣δελφότ[ητι]  ε̣χ̣[...............]  τὰ  γράμματα ,  ἀπολῦσαι 2 [........]  [τ]ὴ̣ν  ἀπόγονον  Ἡρακλειανο(ῦ)  Γ̣εσίο(υ)  το(ῦ)  μακαρίτο(υ)  ἀπὸ  Ψ̣ι̣ν̣[ο]μο(ύ)νεω̣ς ,  οὖσαν  ἐν  τῇ  φ̣υλακῇ 3 τῆ̣[ς]  [.]κα̣ς̣  μ̣ὲν  τὰ̣ς̣  ἐγγ̣ύ̣α̣ς̣  ἐλευθέρων  ἀνδρῶν 4 τῆς  αὐτῆς  κώμης  Ψινομο(ύ)νεως  ἢ  τῶν  ποιμένων  τῆς  αὐτ̣ῆς ,  ὅπως  εὕρῃ  [τ]ὴν  συγκομιδὴν ⟦συγκομιστην⟧ 5 ποιήσασθαι  τῶν  αὐτῆς  ἀρουρῶ̣ν̣ ,  καὶ  μὴ  ἀφανίσθῃ  ὁ̣  σπόρ̣ος  αὐτῶ̣ν̣  εἰς  βλάβην  τοῦ̣  δημοσίου , 6 μ̣ὴ  ἔχουσά̣  [τινα]  [τὸν]  τ̣ὰ̣  καθʼ  ἑα̣υ̣τ̣ὴ̣ν̣  διο̣ι̣κοῦντα .  πολλὰ  γὰρ  [.......]  πε̣ρ̣ὶ̣  τ̣ο̣ῦ̣το̣  παρε̣κλήθην 7 παρ[ὰ]  [τῶν]  [σ?]υνηθῶς  ἡμᾶ̣ς̣  π̣ρ̣ο̣σκυν̣ούν̣των ,  ὧ̣ν̣  τὴν  [αἴτ]ησιν  κατὰ   οὐ̣κ*  ηὗρον  ἀπειπεῖν , 8 ἀλλὰ  μὴ  ἀμελήσεις  τοῦτο  καὶ  ζημιώθῃ  τὰ  γεν̣ή̣ματα  καὶ  εὑρ̣έθ̣ῃ  τὸ  δημόσιον  σκάζον .",Greek,nan,nan,"[' 2Ἡρακλειανοῦ Γεσίου', 'Subscribe to export the table']","{'ἀπὸ Ψ̣ι̣ν̣[ο]μο(υ)νεω̣ς': '26683', 'τῆς αὐτῆς κώμης Ψινομο(υ)νεως': '26684'}",Antaiopolites? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written]Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found],Ro,nan,nan,nan,['οὐκ: read οὐχ']
TM 36819,nan,nan,LetterSee also TM Letters TOP SS6 (3formulae).,nan,6th century AD: AD 500 - 599,"1 [............................]  [κύ]ριος  Ἰωάννης  ἅ[μ]α̣  τω̣[...]ν  Φ̣λ̣(αυι…)  Α̣σ̣κ̣[...] 2 [..............................]εν  ὁ  κύριο̣ς̣  Ἰω̣ά̣[ννης]  [..............] 3 [.]  παισ[ὶ]ν  οὐκ  α̣[..................] 4 [..........................]  [ἀσ]χ̣ολουμ̣έ̣νου ,  καὶ  μὴ  παραυτὰ  εὑρεθέντος 5 [..............................]  ὡς̣  διαρπᾶσαι  τ̣[....] 6 [...........................]  [δι]α̣[φ]έ̣ρ̣ον̣τα  α[...........]ν̣  καὶ  το̣[...] 7 [....................]ω̣ς̣  [Ἀ]ρ̣σ̣[έ]νιο̣ς  ὁ  κεφαλαιω̣τ̣ὴ̣ς̣  ἐ̣δίδαξε̣ν̣  [ὡς?]  Φλ(αύιον)  Ἀ̣σ̣κ̣ὸ̣ν̣ 8 δ̣[..]ν̣  π̣α̣ι̣δ̣[........]  ἤνεγκάν̣  μ̣οι  ἐν  [τῶι]  ο̣ἴκω\ι/  ὑμῶν  β[ρ]αδεία̣\ι/  ὥρα\ι/ ,   οἶδεν 9 ἄοινον  ·  δεῖ  γ̣ὰ[ρ]  [.......]  τὰς  ἀλη̣θ̣[είας]  προσαναφέρειν .  ἐδυ[ν]ήθην  δὲ  ἐν  ἐκείνη\ι/  τῆ\ι/ 10 ὥ̣ρ̣α̣\ι/  π̣[αραιτεῖσθαι?]  [Σωφ]ρ̣όν̣ι̣ον  ἀρχΐατρον̣  ἀντιλαβέσθ[αι]  αὐτοῦ ,  καὶ  ἐθεράπευσεν 11 τὸ  αἷμα  σ̣τ̣ε̣ί̣λ̣α̣[ς] ,  ἐ̣π̣[ειδ]ὴ  γὰρ  πλῆ̣[γμα]  π̣α[ν]ὺ̣  [πε]ρ̣ίκειται  τῆ\ι/  α[ὐτ]οῦ  κεφαλῆ\ι/ ,  καὶ  τὸ  ὅλον 12 δὲ  σῶμα  αὐτοῦ  κατακ̣έκλασται .  τοῦ   οὖν  ἐστι  βοηθῆσαι  εἰς  τὸ  σωθῆ̣ναι  αὐτόν . 13 ἐλάλησα  δὲ  τῶ\ι/  δ[εσ]πότη\ι/  μου  τῶι̣  γραμματικῶι  ἐπὶ  τὸ  π[οι]ῆσαί  με  πρᾶξιν  μή  πως 14 κινδυνεύσῃ ,  καὶ  οὐκ  ἐκελεύσθ̣[ην]  [·]  [ἄλ]λα  τὸ  πρᾶγμα  ἐκέλ̣ευσέν  μοι  ἐᾶ̣σ̣αι  τῶ\ι/  κυρίω\ι/ 15 Ἰωάννη̣\ι/  κ̣[α]ὶ̣  α̣[ὐ]τ̣[ὸ]ς̣  [..]ικω̣ματος  Ἰωάννης  πλήγματα̣  [π]ολλὰ  ἔχει  περὶ  τὴν  ὄψιν . 16 Κυριακὸς  δὲ  ὁ  παῖς  ἐνταῦθά  ἐστι ,  δέ[σπ]οτα ,  καὶ  δέδωκα  αὐτῷ  λόγον  εἰ  κελεύετε  ·  κελεύσατε 17 δὲ  αὐτὸν  λαβεῖν  καὶ  τὸ  ψουμιν*  αὐτοῦ ,  χρήσω  γὰρ  αὐτοῦ  ἐνταῦθα .  τ̣ὰ̣  λαμπρότατα  ὑμῶν  τέκνα  πολλὰ 18 προσκυνοῦσιν  ὑμᾶς  ἅμα̣  τῶ\ι/  κυρίω\ι/  Ζαχα[ρ]ία\ι/  τῶ\ι/  αὐτῶν  μαθ̣ητ̣ῆ̣\ι/ ,  κἀγὼ*   ὁ  ὑμέτερος  δοῦλος  ·  τὸ  οὖν 19 ____  δοκοῦν  διὰ  ταχέων  γράψατε ,  δέσποτα .",Greek,nan,nan,"[' 1Ἰωάννης', 'Φλαυι... Ασκ...', ' 2Ἰωάννης', ' 7Ἀρσένιος', 'Φλαύιον Ἀσκὸν', ' 10Σωφρόνιον', ' 15Ἰωάννης', 'Ἰωάννηι', ' 16Κυριακὸς', ' 18Ζαχαρίαι', 'Subscribe to export the table']",{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],Ro,nan,nan,nan,['κἀγὼ: read καὶ ἐγὼ']
TM 36958,nan,nan,Contract: lease,nan,6th century AD: AD 500 - 599,1 |gap=20_lines| 8 [---][.]η  ἀρουρῶν  ὀγδοήκοντα 9 [---]  [το]ῦ  περιπ̣άτου  εἰς  τὰς  ἄλλας 12 [---]  [ὀ]γδοήκοντα 00 διαστολεύς,Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found]Aphrodito (Kom Ishgau)? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written],Ro,nan,nan,nan,[]
TM 36818,nan,nan,LetterSee also TM Letters TOP SS6 (2formulae).,nan,6th century AD: AD 500 - 599,"1 [---]  [διὰ]  [τῆς]  [πα]ρούσης  ἐπιστολῆς  γράφω  προσκυνῶν  τὸν  ἐμὸν  δεσπότην 2 [---][ἀγγ?]ε̣λ̣ῶ  ὡς  τὰς  ἑκατὸν  ἀρτάβας  τοῦ  σίτου  ἔλαβον  παρὰ  τοῦ  λαμπρ(ότητος) 3 [---]\δ̣ε̣/  καὶ  ἐδεξάμην  παρʼ  αὐτοῦ  γράμμα̣τ̣α  ὑμέτερα  περι̣έ̣χοντ[α] 4 [---]οι  δέχομαι  εἰς  λόγον  τῆς  ῥόγας  καὶ  παρήνεγκεν  τὸν  αὐτὸν 5 [---]  [λαμ]π̣ρ(ότατος)  ἀνὴρ  εἰς  τὴν  Ἀνταίο(υ)  καὶ  ὑπέθετο  αὐτὸ  ὑπὸ  τὴν  Ἀφροτίδ(ης)* 6 [---]  ἐμο̣(ῦ)  ἀνελθόντος  εἰς  τὴν  Πάνος .  ἐπειδὴ  κατηνάγκασέν  μ[ε] 7 [---]ε̣υ̣του  βικαρίου  εἰς  τὴν  Πάνος  ἀνῆλθον ,  ηὗ̣ρον  τὸν  μαγίστερα 8 [---]  παρεγγέλθην*  παρὰ  τῆς  αὐτοῦ  λαμπρ̣(ότητος)  μὴ  ῥογεῦσαι  οἶνον̣ 9 [---]  [πρωτ]οκομ*  [Ἰ]ωάνν̣ο̣(υ)  το\ῦ/  [Ἀρ]σ̣ᾶ̣  [..]ι̣ν̣  α̣ν̣ε̣μ̣ε[....] 10 [---][.]  Ε̣ὐ̣λογι[..]ς̣  τ̣ε̣ρ̣[...]  γρ̣α̣μμα̣τ̣[....] 11 [---]α  ῥογεύσω  βλέπειν  ο̣(ὐ)  μέμφθ̣ω  παρὰ  τοῦ  αὐτοῦ  μ̣α̣γίστερο̣ς̣ 12 [---]  [τὸ]  [δο]κοῦν  ὑμῖν  κελεύσ\α/τε  γράψαι  μοι ,  δ̣έ̣σ̣πο(τα)  τό̣τε  τάξατ[έ]  μ̣ο̣ι̣  δὲ̣ 13 [---]ε̣ως  πέμψαι  σῖτον  ἐκ  τοῦ  λιμίτου  ·  καὶ  ἰδοὺ  τεσσεράκον̣[τα] 14 [---][..]τε  ἀπόκρισιν  καὶ  ζῇ  κύριος  εἰ  μὴ  τῷ  ε̣κ̣[.......] 15 [---]  Εὐλογίο(υ)  πάντως  δ̣ι̣ά̣γειν  εἴχον  καὶ  ἄρτι  εἰ  μὴ  διὰ  τάχους 16 [---]π̣ειν  παρὰ  το(ῦ)  κυρίου  Ἰωάνν̣[ο(υ)]  τοῦ  Ἀρσᾶ  ·  καὶ  πρὸς  τω*  ὑμ̣[ᾶς] 17 [---]  [⳨]  ____",Greek,nan,nan,"[' 9Ἰωάννου', 'Ἀρσᾶ', ' 10Εὐλογι...', ' 15Εὐλογίου', ' 16Ἰωάννου', 'Ἀρσᾶ', 'Subscribe to export the table']","{'εἰς τὴν Ἀνταίο(υ)': '63625', 'ὑπὸ τὴν Ἀφροτίδ(ης) (sic)': '63624', 'εἰς τὴν Πανός': '63623'}",Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],"Ro/Vo, back: illegible traces",nan,nan,nan,"['τω: read τὸ', 'Ἀφροτίδης: read Ἀφροδίτης', 'παρεγγέλθην: read παρηγγέλθην']"
TM 36957,nan,nan,Letter,nan,6th century AD: AD 500 - 599,3 |gap=3_lines| 4 πέμψατ̣ε̣  συντόμως  ὅπως  θερα̣πευθῇ  τὸ  καθʼ  ὑμ[ᾶς]  [---] 5 καὶ  χρῶμαι  τῇ  μωρίᾳ  ὑμῶν̣  [---]  [---] 6 |gap=2_lines|,Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found]Aphrodito (Kom Ishgau)? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written],Ro,nan,nan,nan,[]
TM 36956,nan,nan,Letter,nan,first half 6th century AD: AD 500 - 550,00 ὑμετέρᾳ  ἀδελφό̣τ̣η̣[τι]  [---] 1 [---]  οὐδέποτε  ὑστέρησα  δοῦναι  τὰ  δημόσιά  μ̣[ου]  [---] 2 [---]  [οἱ]  [γε]ω̣ργοί  μου  παρὰ  τῶν  αἰδαισίμων*  ἀπαιτητῶν  [---] 3 [---]τατο  ἐμὲ  πέμψαι  τὰ  ἐντάγια  α̣ὐτῇ  ἀπαιτη[---] 4 |gap=3_lines|,Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found]Aphrodito (Kom Ishgau)? - Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [written],"Ro/Vo, back: address (illegible)",nan,nan,nan,['αἰδαισίμων: read αἰδεσίμων']
TM 36955,nan,nan,Receipt,nan,6th century AD: AD 500 - 599,1 εἴσπραξ(ις)  σίτ(ου)  [...]  ἰ̣ν̣δ(ικτίονος) 2 |gap=17_lines| 1 [---]  ἰ̣ν̣δ̣(ικτίονος) 4 νο(μισμάτια)  κζ  π(αρὰ)  ριθ  ? 5 νο(μισμάτια)  κθ  π(αρὰ)  ρκϛ 6 νο(μισμάτια)  κθ  π(αρὰ)  ρκζ  ? 7 νο(μισμάτια)  κε  π(αρὰ)  ρια  ?  δ´ 4 κ(εράτια)  ροθ  ιβ´ 5 κ(εράτια)  ρμθ 6 κ(εράτια)  σι  ? 7 κ(εράτια)  ρογ  ?  ιβ´,Greek,nan,nan,['\r\n        \t\t\t\t\tWe currently do not have any people attestations for this text.'],{},Aphrodito (Kom Ishgau)- Egypt (10th Upper Egyptian nomeThe Egyptian nome ca. 3rd cent. BC-AegyptusThe Roman provincia ca. 2nd cent. AD) [found & written],"Ro/Vo, back: text not related: two columns of money account",nan,nan,nan,[]
